,sepal_length,sepal_width
0,7.930347500524513,2.3047697745801345
1,1.1386690799535597,1.100388683463581
2,5.613259166541925,2.035462929583108
3,2.317606002940209,1.60050526851239
4,-0.02357216294859105,1.7269333108999398
5,3.631203920508079,1.8988326950465455
6,7.223970738747054,1.7039048937363923
7,-0.5797403823014373,1.5907487686785604
8,2.9720450635464117,2.0524217396895965
9,3.978638664090222,1.1998696442932784
10,0.047551006918236535,1.527908537963873
11,3.9708647542796176,0.9241089148606991
12,5.746746829757156,1.2967470449112628
13,-0.9834977333594894,0.9742508652161312
14,1.8574732398323683,0.8531259709006294
15,0.12306748309668493,1.463726648878834
16,-0.5459778599942161,2.2362243535681374
17,1.2621747718723513,1.7855903439469443
18,2.918436579712756,2.0424235858638364
19,4.586527900125615,2.0659724289532053
20,2.6047413461190745,1.7651758879816022
21,1.7841677603449773,1.6744336166146787
22,7.518802782721219,1.2982275169179613
23,4.020016695848652,1.816394544962646
24,1.7990710620805261,1.6275460258079075
25,-0.6012486370379652,1.6347611410266392
26,3.799735181930796,1.4460091635464323
27,-1.0375818928703606,1.3106091535644449
28,3.8552566390430822,1.4331993295936598
29,1.6824154496542194,2.0509183961444246
30,-0.6950096095166076,1.425032157675395
31,2.740949258890002,1.1970781733490632
32,-0.9189895252985135,1.316050378458903
33,2.7604511286108333,1.3312260933298619
34,2.5005154343601808,1.3815111666726247
35,1.5378665384093892,0.9734264069016069
36,4.88223599897968,2.151972648107228
37,3.6347498472297115,2.2259889451439645
38,4.739825691470984,1.1207464545527839
39,0.7233576864543247,1.8307974661485351
40,3.1839650496213716,1.496670632150952
41,1.8391816162478485,1.3901241337298513
42,1.1220783838063664,1.3905479442857491
43,3.3343611772365573,2.2328616482049046
44,2.7487153506641886,1.3751897283498316
45,3.792846876578506,1.2069001161121613
46,0.4737242239462063,1.3036065319836545
47,3.4190621013882065,1.540023406671561
48,0.8367772055413284,1.0913910574205232
49,0.915310399682095,1.327047459611041
50,4.625770067193311,1.8587131739448948
51,-1.9285040005577914,1.4281792746021604
52,7.353347697701923,1.7050311263707645
53,0.5797763342979075,0.9501234623973097
54,-1.2705406098691105,1.170253868338253
55,-3.076712341209822,1.4738003851513384
56,2.7746986269092155,1.2980760123376847
57,3.6576264370685925,3.061639957915905
58,-1.9558453867394763,1.2050007218364824
